xz_axis1_nm,xz_axis2_nm,|E/E0|^2
2.296875000000000000e+01,-1.312500000000000000e+02,2.671785704227773728e-01
2.460937500000000000e+01,-1.312500000000000000e+02,2.681061376270083008e-01
2.625000000000000000e+01,-1.312500000000000000e+02,2.690779295671494875e-01
2.789062500000000000e+01,-1.312500000000000000e+02,2.700910294693923408e-01
2.953125000000000000e+01,-1.312500000000000000e+02,2.711426207428966895e-01
3.117187500000000000e+01,-1.312500000000000000e+02,2.722300234834886812e-01
3.281250000000000000e+01,-1.312500000000000000e+02,2.733507288486000664e-01
3.445312500000000000e+01,-1.312500000000000000e+02,2.745024308867165530e-01
3.609375000000000000e+01,-1.312500000000000000e+02,2.756830554554489665e-01
3.773437500000000000e+01,-1.312500000000000000e+02,2.768907859175311903e-01
3.937500000000000000e+01,-1.312500000000000000e+02,2.781240853623669906e-01
4.101562500000000000e+01,-1.312500000000000000e+02,2.793817151609580551e-01
4.265625000000000000e+01,-1.312500000000000000e+02,2.806627497228945667e-01
4.429687500000000000e+01,-1.312500000000000000e+02,2.819665873844356963e-01
4.593750000000000000e+01,-1.312500000000000000e+02,2.832929574153901231e-01
4.757812500000000000e+01,-1.312500000000000000e+02,2.846419231885468637e-01
4.921875000000000000e+01,-1.312500000000000000e+02,2.860138816078726109e-01
5.085937500000000000e+01,-1.312500000000000000e+02,2.874095589398084627e-01
5.250000000000000000e+01,-1.312500000000000000e+02,2.888300032351607816e-01
5.414062500000000000e+01,-1.312500000000000000e+02,2.902765735667324210e-01
5.578125000000000000e+01,-1.312500000000000000e+02,2.917509263397332631e-01
5.742187500000000000e+01,-1.312500000000000000e+02,2.932549989578357441e-01
5.906250000000000000e+01,-1.312500000000000000e+02,2.947909911475618538e-01
6.070312500000000000e+01,-1.312500000000000000e+02,2.963613442574739021e-01
6.234375000000000000e+01,-1.312500000000000000e+02,2.979687188566573774e-01
6.398437500000000000e+01,-1.312500000000000000e+02,2.996159709594934939e-01
6.562500000000000000e+01,-1.312500000000000000e+02,3.013061272010970071e-01
6.726562500000000000e+01,-1.312500000000000000e+02,3.030423592805392419e-01
6.890625000000000000e+01,-1.312500000000000000e+02,3.048279579775293180e-01
7.054687500000000000e+01,-1.312500000000000000e+02,3.066663070331978602e-01
7.218750000000000000e+01,-1.312500000000000000e+02,3.085608571675484968e-01
7.382812500000000000e+01,-1.312500000000000000e+02,3.105151004855790098e-01
7.546875000000000000e+01,-1.312500000000000000e+02,3.125325455016208509e-01
7.710937500000000000e+01,-1.312500000000000000e+02,3.146166929876286211e-01
7.875000000000000000e+01,-1.312500000000000000e+02,3.167710128264794589e-01
8.039062500000000000e+01,-1.312500000000000000e+02,3.189989220263168002e-01
8.203125000000000000e+01,-1.312500000000000000e+02,3.213037640270190454e-01
8.367187500000000000e+01,-1.312500000000000000e+02,3.236887894053691594e-01
8.531250000000000000e+01,-1.312500000000000000e+02,3.261571380618099036e-01
8.695312500000000000e+01,-1.312500000000000000e+02,3.287118229490409438e-01
8.859375000000000000e+01,-1.312500000000000000e+02,3.313557153814295497e-01
9.023437500000000000e+01,-1.312500000000000000e+02,3.340915319443963916e-01
9.187500000000000000e+01,-1.312500000000000000e+02,3.369218230047918983e-01
9.351562500000000000e+01,-1.312500000000000000e+02,3.398489628068551704e-01
9.515625000000000000e+01,-1.312500000000000000e+02,3.428751411237032642e-01
9.679687500000000000e+01,-1.312500000000000000e+02,3.460023564214685932e-01
9.843750000000000000e+01,-1.312500000000000000e+02,3.492324104821482589e-01
1.000781250000000000e+02,-1.312500000000000000e+02,3.525669044219209569e-01
1.017187500000000000e+02,-1.312500000000000000e+02,3.560072360340414965e-01
1.033593750000000000e+02,-1.312500000000000000e+02,3.595545983793864142e-01
1.050000000000000000e+02,-1.312500000000000000e+02,3.632099795431651401e-01
1.066406250000000000e+02,-1.312500000000000000e+02,3.669741634731176205e-01
1.082812500000000000e+02,-1.312500000000000000e+02,3.708477318126164879e-01
1.099218750000000000e+02,-1.312500000000000000e+02,3.748310666412943415e-01
1.115625000000000000e+02,-1.312500000000000000e+02,3.789243540360525131e-01
1.132031250000000000e+02,-1.312500000000000000e+02,3.831275883664319037e-01
1.148437500000000000e+02,-1.312500000000000000e+02,3.874405772402066406e-01
1.164843750000000000e+02,-1.312500000000000000e+02,3.918629470176266949e-01
1.181250000000000000e+02,-1.312500000000000000e+02,3.963941488157974868e-01
1.197656250000000000e+02,-1.312500000000000000e+02,4.010334649282631947e-01
1.214062500000000000e+02,-1.312500000000000000e+02,4.057800155886845395e-01
1.230468750000000000e+02,-1.312500000000000000e+02,4.106327660116996792e-01
1.246875000000000000e+02,-1.312500000000000000e+02,4.155905336483394774e-01
1.263281250000000000e+02,-1.312500000000000000e+02,4.206519955978051950e-01
1.279687500000000000e+02,-1.312500000000000000e+02,4.258156961219123349e-01
1.296093750000000000e+02,-1.312500000000000000e+02,4.310800542129429869e-01
1.312500000000000000e+02,-1.312500000000000000e+02,4.364433711700865803e-01
-1.312500000000000000e+02,-1.296093750000000000e+02,4.213423331500261160e-01
-1.296093750000000000e+02,-1.296093750000000000e+02,4.160328111053096523e-01
-1.279687500000000000e+02,-1.296093750000000000e+02,4.108249692861975499e-01
-1.263281250000000000e+02,-1.296093750000000000e+02,4.057204658542643561e-01
-1.246875000000000000e+02,-1.296093750000000000e+02,4.007208335492111750e-01
-1.230468750000000000e+02,-1.296093750000000000e+02,3.958274716007607053e-01
-1.214062500000000000e+02,-1.296093750000000000e+02,3.910416376437211849e-01
-1.197656250000000000e+02,-1.296093750000000000e+02,3.863644396847029094e-01
-1.181250000000000000e+02,-1.296093750000000000e+02,3.817968281739214098e-01
-1.164843750000000000e+02,-1.296093750000000000e+02,3.773395882405554125e-01
-1.148437500000000000e+02,-1.296093750000000000e+02,3.729933321551767711e-01
-1.132031250000000000e+02,-1.296093750000000000e+02,3.687584920878108075e-01
-1.115625000000000000e+02,-1.296093750000000000e+02,3.646353132351189963e-01
-1.099218750000000000e+02,-1.296093750000000000e+02,3.606238473949686663e-01
-1.082812500000000000e+02,-1.296093750000000000e+02,3.567239470711452420e-01
-1.066406250000000000e+02,-1.296093750000000000e+02,3.529352601951176172e-01
-1.050000000000000000e+02,-1.296093750000000000e+02,3.492572255554365346e-01
-1.033593750000000000e+02,-1.296093750000000000e+02,3.456890690284349366e-01
-1.017187500000000000e+02,-1.296093750000000000e+02,3.422298007062927749e-01
-1.000781250000000000e+02,-1.296093750000000000e+02,3.388782130200606035e-01
-9.843750000000000000e+01,-1.296093750000000000e+02,3.356328799558026543e-01
-9.679687500000000000e+01,-1.296093750000000000e+02,3.324921574614621012e-01
-9.515625000000000000e+01,-1.296093750000000000e+02,3.294541851402192911e-01
-9.351562500000000000e+01,-1.296093750000000000e+02,3.265168893228785896e-01
-9.187500000000000000e+01,-1.296093750000000000e+02,3.236779876070305928e-01
-9.023437500000000000e+01,-1.296093750000000000e+02,3.209349949442461547e-01
-8.859375000000000000e+01,-1.296093750000000000e+02,3.182852313483001128e-01
-8.695312500000000000e+01,-1.296093750000000000e+02,3.157258312871956685e-01
-8.531250000000000000e+01,-1.296093750000000000e+02,3.132537548095771229e-01
-8.367187500000000000e+01,-1.296093750000000000e+02,3.108658004418608511e-01
-8.203125000000000000e+01,-1.296093750000000000e+02,3.085586198760459919e-01
-8.039062500000000000e+01,-1.296093750000000000e+02,3.063287344497557241e-01
-7.875000000000000000e+01,-1.296093750000000000e+02,3.041725533995644493e-01
-7.710937500000000000e+01,-1.296093750000000000e+02,3.020863938462735598e-01
-7.546875000000000000e+01,-1.296093750000000000e+02,3.000665024465822284e-01
-7.382812500000000000e+01,-1.296093750000000000e+02,2.981090786198144493e-01
-7.218750000000000000e+01,-1.296093750000000000e+02,2.962102992312186656e-01
-7.054687500000000000e+01,-1.296093750000000000e+02,2.943663445852464644e-01
-6.890625000000000000e+01,-1.296093750000000000e+02,2.925734255534324646e-01
-6.726562500000000000e+01,-1.296093750000000000e+02,2.908278116325800355e-01
-6.562500000000000000e+01,-1.296093750000000000e+02,2.891258597003220632e-01
-6.398437500000000000e+01,-1.296093750000000000e+02,2.874640432074037077e-01
-6.234375000000000000e+01,-1.296093750000000000e+02,2.858389815197596717e-01
-6.070312500000000000e+01,-1.296093750000000000e+02,2.842474690993285757e-01
-5.906250000000000000e+01,-1.296093750000000000e+02,2.826865041911789111e-01
-5.742187500000000000e+01,-1.296093750000000000e+02,2.811533166666273509e-01
-5.578125000000000000e+01,-1.296093750000000000e+02,2.796453946582489469e-01
-5.414062500000000000e+01,-1.296093750000000000e+02,2.781605096136910982e-01
-5.250000000000000000e+01,-1.296093750000000000e+02,2.766967393915914508e-01
-5.085937500000000000e+01,-1.296093750000000000e+02,2.752524890252276979e-01
-4.921875000000000000e+01,-1.296093750000000000e+02,2.738265087882409410e-01
-4.757812500000000000e+01,-1.296093750000000000e+02,2.724179092122709367e-01
-4.593750000000000000e+01,-1.296093750000000000e+02,2.710261727288117428e-01
-4.429687500000000000e+01,-1.296093750000000000e+02,2.696511616371906617e-01
-4.265625000000000000e+01,-1.296093750000000000e+02,2.682931221372106823e-01
-4.101562500000000000e+01,-1.296093750000000000e+02,2.669526842084667950e-01
-3.937500000000000000e+01,-1.296093750000000000e+02,2.656308571682546305e-01
-3.773437500000000000e+01,-1.296093750000000000e+02,2.643290207957864624e-01
-3.609375000000000000e+01,-1.296093750000000000e+02,2.630489119713310675e-01
-3.445312500000000000e+01,-1.296093750000000000e+02,2.617926068440460941e-01
-3.281250000000000000e+01,-1.296093750000000000e+02,2.605624986105529728e-01
-3.117187500000000000e+01,-1.296093750000000000e+02,2.593612710565749158e-01
-2.953125000000000000e+01,-1.296093750000000000e+02,2.581918680848506731e-01
-2.789062500000000000e+01,-1.296093750000000000e+02,2.570574595227113068e-01
-2.625000000000000000e+01,-1.296093750000000000e+02,2.559614035706770929e-01
-2.460937500000000000e+01,-1.296093750000000000e+02,2.549072063177728054e-01
-2.296875000000000000e+01,-1.296093750000000000e+02,2.538984788085071886e-01
-2.132812500000000000e+01,-1.296093750000000000e+02,2.529388921992559713e-01
-1.968750000000000000e+01,-1.296093750000000000e+02,2.520321315868430667e-01
-1.804687500000000000e+01,-1.296093750000000000e+02,2.511818491282692412e-01
-1.640625000000000000e+01,-1.296093750000000000e+02,2.503916170968307764e-01
-1.476562500000000000e+01,-1.296093750000000000e+02,2.496648815354774453e-01
-1.312500000000000000e+01,-1.296093750000000000e+02,2.490049171726363697e-01
-1.148437500000000000e+01,-1.296093750000000000e+02,2.484147842585051336e-01
-9.843750000000000000e+00,-1.296093750000000000e+02,2.478972879609226132e-01
-8.203125000000000000e+00,-1.296093750000000000e+02,2.474549409294830582e-01
-6.562500000000000000e+00,-1.296093750000000000e+02,2.470899295950141350e-01
-4.921875000000000000e+00,-1.296093750000000000e+02,2.468040847195087095e-01
-3.281250000000000000e+00,-1.296093750000000000e+02,2.465988566499567047e-01
-1.640625000000000000e+00,-1.296093750000000000e+02,2.464752956594158662e-01
0.000000000000000000e+00,-1.296093750000000000e+02,2.464342344392451978e-01
1.640625000000000000e+00,-1.296093750000000000e+02,2.464752956594158662e-01
3.281250000000000000e+00,-1.296093750000000000e+02,2.465988566499567047e-01
4.921875000000000000e+00,-1.296093750000000000e+02,2.468040847195087095e-01
6.562500000000000000e+00,-1.296093750000000000e+02,2.470899295950141350e-01
8.203125000000000000e+00,-1.296093750000000000e+02,2.474549409294830582e-01
9.843750000000000000e+00,-1.296093750000000000e+02,2.478972879609226132e-01
1.148437500000000000e+01,-1.296093750000000000e+02,2.484147842585051336e-01
1.312500000000000000e+01,-1.296093750000000000e+02,2.490049171726363697e-01
1.476562500000000000e+01,-1.296093750000000000e+02,2.496648815354774453e-01
1.640625000000000000e+01,-1.296093750000000000e+02,2.503916170968307764e-01
1.804687500000000000e+01,-1.296093750000000000e+02,2.511818491282692412e-01
1.968750000000000000e+01,-1.296093750000000000e+02,2.520321315868430667e-01
2.132812500000000000e+01,-1.296093750000000000e+02,2.529388921992559713e-01
2.296875000000000000e+01,-1.296093750000000000e+02,2.538984788085071886e-01
2.460937500000000000e+01,-1.296093750000000000e+02,2.549072063177728054e-01
2.625000000000000000e+01,-1.296093750000000000e+02,2.559614035706770929e-01
2.789062500000000000e+01,-1.296093750000000000e+02,2.570574595227113068e-01
2.953125000000000000e+01,-1.296093750000000000e+02,2.581918680848506731e-01
3.117187500000000000e+01,-1.296093750000000000e+02,2.593612710565749158e-01
3.281250000000000000e+01,-1.296093750000000000e+02,2.605624986105529728e-01
3.445312500000000000e+01,-1.296093750000000000e+02,2.617926068440460941e-01
3.609375000000000000e+01,-1.296093750000000000e+02,2.630489119713310675e-01
3.773437500000000000e+01,-1.296093750000000000e+02,2.643290207957864624e-01
3.937500000000000000e+01,-1.296093750000000000e+02,2.656308571682546305e-01
4.101562500000000000e+01,-1.296093750000000000e+02,2.669526842084667950e-01
4.265625000000000000e+01,-1.296093750000000000e+02,2.682931221372106823e-01
4.429687500000000000e+01,-1.296093750000000000e+02,2.696511616371906617e-01
4.593750000000000000e+01,-1.296093750000000000e+02,2.710261727288117428e-01
4.757812500000000000e+01,-1.296093750000000000e+02,2.724179092122709367e-01
4.921875000000000000e+01,-1.296093750000000000e+02,2.738265087882409410e-01
5.085937500000000000e+01,-1.296093750000000000e+02,2.752524890252276979e-01
5.250000000000000000e+01,-1.296093750000000000e+02,2.766967393915914508e-01
5.414062500000000000e+01,-1.296093750000000000e+02,2.781605096136910982e-01
5.578125000000000000e+01,-1.296093750000000000e+02,2.796453946582489469e-01
