yz_axis1_nm,yz_axis2_nm,|H/H0|^2
-1.859375000000000000e+01,-1.301562500000000000e+02,2.604819788660585278e+00
-1.750000000000000000e+01,-1.301562500000000000e+02,2.611807199716600802e+00
-1.640625000000000000e+01,-1.301562500000000000e+02,2.618408595765175484e+00
-1.531250000000000000e+01,-1.301562500000000000e+02,2.624617174578244061e+00
-1.421875000000000000e+01,-1.301562500000000000e+02,2.630426502357036789e+00
-1.312500000000000000e+01,-1.301562500000000000e+02,2.635830527214564345e+00
-1.203125000000000000e+01,-1.301562500000000000e+02,2.640823591932204284e+00
-1.093750000000000000e+01,-1.301562500000000000e+02,2.645400445948579815e+00
-9.843750000000000000e+00,-1.301562500000000000e+02,2.649556256541337973e+00
-8.750000000000000000e+00,-1.301562500000000000e+02,2.653286619164920701e+00
-7.656250000000000000e+00,-1.301562500000000000e+02,2.656587566910237452e+00
-6.562500000000000000e+00,-1.301562500000000000e+02,2.659455579054888386e+00
-5.468750000000000000e+00,-1.301562500000000000e+02,2.661887588675623029e+00
-4.375000000000000000e+00,-1.301562500000000000e+02,2.663880989297783053e+00
-3.281250000000000000e+00,-1.301562500000000000e+02,2.665433640559606854e+00
-2.187500000000000000e+00,-1.301562500000000000e+02,2.666543872872607412e+00
-1.093750000000000000e+00,-1.301562500000000000e+02,2.667210491062489197e+00
0.000000000000000000e+00,-1.301562500000000000e+02,2.667431978217257527e+00
1.093750000000000000e+00,-1.301562500000000000e+02,2.667210491062489197e+00
2.187500000000000000e+00,-1.301562500000000000e+02,2.666543872872607412e+00
3.281250000000000000e+00,-1.301562500000000000e+02,2.665433640559606854e+00
4.375000000000000000e+00,-1.301562500000000000e+02,2.663880989297783053e+00
5.468750000000000000e+00,-1.301562500000000000e+02,2.661887588675623029e+00
6.562500000000000000e+00,-1.301562500000000000e+02,2.659455579054888386e+00
7.656250000000000000e+00,-1.301562500000000000e+02,2.656587566910237452e+00
