xy_axis1_nm,xy_axis2_nm,|H/H0|^2
1.050000000000000000e+02,-1.296093750000000000e+02,8.106906783751848256e-01
1.066406250000000000e+02,-1.296093750000000000e+02,8.142717604333293835e-01
1.082812500000000000e+02,-1.296093750000000000e+02,8.180252466025021985e-01
1.099218750000000000e+02,-1.296093750000000000e+02,8.219445911239935398e-01
1.115625000000000000e+02,-1.296093750000000000e+02,8.260232741624553565e-01
1.132031250000000000e+02,-1.296093750000000000e+02,8.302548164366513328e-01
1.148437500000000000e+02,-1.296093750000000000e+02,8.346327922204769267e-01
1.164843750000000000e+02,-1.296093750000000000e+02,8.391508408174773725e-01
1.181250000000000000e+02,-1.296093750000000000e+02,8.438026766114687938e-01
1.197656250000000000e+02,-1.296093750000000000e+02,8.485820977943170362e-01
1.214062500000000000e+02,-1.296093750000000000e+02,8.534829938696086860e-01
1.230468750000000000e+02,-1.296093750000000000e+02,8.584993520280341794e-01
1.246875000000000000e+02,-1.296093750000000000e+02,8.636252624868911987e-01
1.263281250000000000e+02,-1.296093750000000000e+02,8.688549228822927128e-01
1.279687500000000000e+02,-1.296093750000000000e+02,8.741826417985847364e-01
1.296093750000000000e+02,-1.296093750000000000e+02,8.796028415151851965e-01
1.312500000000000000e+02,-1.296093750000000000e+02,8.851100600466186297e-01
-1.312500000000000000e+02,-1.279687500000000000e+02,8.855093541352225817e-01
-1.296093750000000000e+02,-1.279687500000000000e+02,8.800585168012541315e-01
-1.279687500000000000e+02,-1.279687500000000000e+02,8.746995819777555470e-01
-1.263281250000000000e+02,-1.279687500000000000e+02,8.694382891864664842e-01
-1.246875000000000000e+02,-1.279687500000000000e+02,8.642805076304520551e-01
-1.230468750000000000e+02,-1.279687500000000000e+02,8.592322345725486032e-01
-1.214062500000000000e+02,-1.279687500000000000e+02,8.542995929756647122e-01
-1.197656250000000000e+02,-1.279687500000000000e+02,8.494888283214054869e-01
-1.181250000000000000e+02,-1.279687500000000000e+02,8.448063045182053754e-01
-1.164843750000000000e+02,-1.279687500000000000e+02,8.402584988049403014e-01
-1.148437500000000000e+02,-1.279687500000000000e+02,8.358519955509428057e-01
-1.132031250000000000e+02,-1.279687500000000000e+02,8.315934788485415119e-01
-1.115625000000000000e+02,-1.279687500000000000e+02,8.274897237898022340e-01
-1.099218750000000000e+02,-1.279687500000000000e+02,8.235475863151869858e-01
-1.082812500000000000e+02,-1.279687500000000000e+02,8.197739915184623083e-01
-1.066406250000000000e+02,-1.279687500000000000e+02,8.161759202896428089e-01
-1.050000000000000000e+02,-1.279687500000000000e+02,8.127603941760341844e-01
-1.033593750000000000e+02,-1.279687500000000000e+02,8.095344583409429529e-01
-1.017187500000000000e+02,-1.279687500000000000e+02,8.065051625003387681e-01
-1.000781250000000000e+02,-1.279687500000000000e+02,8.036795397200718893e-01
-9.843750000000000000e+01,-1.279687500000000000e+02,8.010645829602910384e-01
-9.679687500000000000e+01,-1.279687500000000000e+02,7.986672192597455977e-01
-9.515625000000000000e+01,-1.279687500000000000e+02,7.964942814609513588e-01
-9.351562500000000000e+01,-1.279687500000000000e+02,7.945524773880126013e-01
-9.187500000000000000e+01,-1.279687500000000000e+02,7.928483564024554342e-01
-9.023437500000000000e+01,-1.279687500000000000e+02,7.913882732790237240e-01
-8.859375000000000000e+01,-1.279687500000000000e+02,7.901783493632758004e-01
-8.695312500000000000e+01,-1.279687500000000000e+02,7.892244309961993221e-01
-8.531250000000000000e+01,-1.279687500000000000e+02,7.885320452181827644e-01
-8.367187500000000000e+01,-1.279687500000000000e+02,7.881063527957069548e-01
-8.203125000000000000e+01,-1.279687500000000000e+02,7.879520986491675982e-01
-8.039062500000000000e+01,-1.279687500000000000e+02,7.880735597994474873e-01
-7.875000000000000000e+01,-1.279687500000000000e+02,7.884744909941818758e-01
-7.710937500000000000e+01,-1.279687500000000000e+02,7.891580682220599163e-01
-7.546875000000000000e+01,-1.279687500000000000e+02,7.901268303748654187e-01
-7.382812500000000000e+01,-1.279687500000000000e+02,7.913826193719438740e-01
-7.218750000000000000e+01,-1.279687500000000000e+02,7.929265191200721707e-01
-7.054687500000000000e+01,-1.279687500000000000e+02,7.947587937427755822e-01
-6.890625000000000000e+01,-1.279687500000000000e+02,7.968788255762957462e-01
-6.726562500000000000e+01,-1.279687500000000000e+02,7.992850534939088814e-01
-6.562500000000000000e+01,-1.279687500000000000e+02,8.019749121850938689e-01
-6.398437500000000000e+01,-1.279687500000000000e+02,8.049447730800980416e-01
-6.234375000000000000e+01,-1.279687500000000000e+02,8.081898876723585534e-01
-6.070312500000000000e+01,-1.279687500000000000e+02,8.117043340496395976e-01
-5.906250000000000000e+01,-1.279687500000000000e+02,8.154809674979974776e-01
-5.742187500000000000e+01,-1.279687500000000000e+02,8.195113760890540000e-01
-5.578125000000000000e+01,-1.279687500000000000e+02,8.237858421987361845e-01
-5.414062500000000000e+01,-1.279687500000000000e+02,8.282933109327237364e-01
-5.250000000000000000e+01,-1.279687500000000000e+02,8.330213664483482328e-01
