xy_axis1_nm,xy_axis2_nm,|E/E0|^2
-3.937500000000000000e+01,-1.296093750000000000e+02,4.546407283944438604e-01
-3.773437500000000000e+01,-1.296093750000000000e+02,4.415408813435034441e-01
-3.609375000000000000e+01,-1.296093750000000000e+02,4.285305821394879144e-01
-3.445312500000000000e+01,-1.296093750000000000e+02,4.156540644874747170e-01
-3.281250000000000000e+01,-1.296093750000000000e+02,4.029566866680651116e-01
-3.117187500000000000e+01,-1.296093750000000000e+02,3.904846881992036778e-01
-2.953125000000000000e+01,-1.296093750000000000e+02,3.782849262214795782e-01
-2.789062500000000000e+01,-1.296093750000000000e+02,3.664045933819393697e-01
-2.625000000000000000e+01,-1.296093750000000000e+02,3.548909193665851225e-01
-2.460937500000000000e+01,-1.296093750000000000e+02,3.437908585953096674e-01
-2.296875000000000000e+01,-1.296093750000000000e+02,3.331507669366371438e-01
-2.132812500000000000e+01,-1.296093750000000000e+02,3.230160706145039362e-01
-1.968750000000000000e+01,-1.296093750000000000e+02,3.134309307568822756e-01
-1.804687500000000000e+01,-1.296093750000000000e+02,3.044379072680218901e-01
-1.640625000000000000e+01,-1.296093750000000000e+02,2.960776258847606091e-01
-1.476562500000000000e+01,-1.296093750000000000e+02,2.883884523959838186e-01
-1.312500000000000000e+01,-1.296093750000000000e+02,2.814061780571835425e-01
-1.148437500000000000e+01,-1.296093750000000000e+02,2.751637202149304073e-01
-9.843750000000000000e+00,-1.296093750000000000e+02,2.696908420661803807e-01
-8.203125000000000000e+00,-1.296093750000000000e+02,2.650138953137609055e-01
-6.562500000000000000e+00,-1.296093750000000000e+02,2.611555892429651138e-01
-4.921875000000000000e+00,-1.296093750000000000e+02,2.581347894377630792e-01
-3.281250000000000000e+00,-1.296093750000000000e+02,2.559663489833340355e-01
-1.640625000000000000e+00,-1.296093750000000000e+02,2.546609745710103900e-01
0.000000000000000000e+00,-1.296093750000000000e+02,2.542251294403916062e-01
1.640625000000000000e+00,-1.296093750000000000e+02,2.546609745710104455e-01
3.281250000000000000e+00,-1.296093750000000000e+02,2.559663489833340910e-01
4.921875000000000000e+00,-1.296093750000000000e+02,2.581347894377631347e-01
6.562500000000000000e+00,-1.296093750000000000e+02,2.611555892429650028e-01
8.203125000000000000e+00,-1.296093750000000000e+02,2.650138953137607389e-01
9.843750000000000000e+00,-1.296093750000000000e+02,2.696908420661803252e-01
1.148437500000000000e+01,-1.296093750000000000e+02,2.751637202149305184e-01
1.312500000000000000e+01,-1.296093750000000000e+02,2.814061780571837090e-01
1.476562500000000000e+01,-1.296093750000000000e+02,2.883884523959838186e-01
1.640625000000000000e+01,-1.296093750000000000e+02,2.960776258847605535e-01
1.804687500000000000e+01,-1.296093750000000000e+02,3.044379072680219456e-01
1.968750000000000000e+01,-1.296093750000000000e+02,3.134309307568822200e-01
2.132812500000000000e+01,-1.296093750000000000e+02,3.230160706145038252e-01
2.296875000000000000e+01,-1.296093750000000000e+02,3.331507669366370883e-01
2.460937500000000000e+01,-1.296093750000000000e+02,3.437908585953094454e-01
2.625000000000000000e+01,-1.296093750000000000e+02,3.548909193665853445e-01
2.789062500000000000e+01,-1.296093750000000000e+02,3.664045933819392586e-01
2.953125000000000000e+01,-1.296093750000000000e+02,3.782849262214796338e-01
3.117187500000000000e+01,-1.296093750000000000e+02,3.904846881992037333e-01
3.281250000000000000e+01,-1.296093750000000000e+02,4.029566866680650006e-01
3.445312500000000000e+01,-1.296093750000000000e+02,4.156540644874746615e-01
3.609375000000000000e+01,-1.296093750000000000e+02,4.285305821394879700e-01
3.773437500000000000e+01,-1.296093750000000000e+02,4.415408813435032220e-01
3.937500000000000000e+01,-1.296093750000000000e+02,4.546407283944438604e-01
4.101562500000000000e+01,-1.296093750000000000e+02,4.677872358278240550e-01
4.265625000000000000e+01,-1.296093750000000000e+02,4.809390613894187760e-01
4.429687500000000000e+01,-1.296093750000000000e+02,4.940565836504406394e-01
4.593750000000000000e+01,-1.296093750000000000e+02,5.071020539553461326e-01
4.757812500000000000e+01,-1.296093750000000000e+02,5.200397247134054268e-01
