wavelength_nm,sigma_sca_m2,sigma_abs_m2
5.180360721442885961e+02,7.628210593313619117e-14,3.704635215400661761e-14
5.214428857715430468e+02,7.724820252111325390e-14,3.727137906370873446e-14
5.248496993987976111e+02,7.824294519218905544e-14,3.755853069000832802e-14
5.282565130260520618e+02,7.928196332709939234e-14,3.790855837321898669e-14
5.316633266533066262e+02,8.038175562556384545e-14,3.832070370364709071e-14
5.350701402805610769e+02,8.155935522886166675e-14,3.879212514572601669e-14
5.384769539078156413e+02,8.283182413674272576e-14,3.931713645211350310e-14
5.418837675350700920e+02,8.421549463316524290e-14,3.988621023156614458e-14
5.452905811623246564e+02,8.572484810920851315e-14,4.048470066362649850e-14
5.486973947895791071e+02,8.737089305419954786e-14,4.109125216553218064e-14
5.521042084168336714e+02,8.818580097349189392e-14,4.199567418840511448e-14
5.555110220440881221e+02,8.828760488046080582e-14,4.299513435907090977e-14
5.589178356713426865e+02,8.816977212969915344e-14,4.382250392447830669e-14
5.623246492985972509e+02,8.777477130824493159e-14,4.441342777785368142e-14
5.657314629258517016e+02,8.704909381762585165e-14,4.470589007835280279e-14
5.691382765531061523e+02,8.595007500672900389e-14,4.464701512267263429e-14
5.725450901803607167e+02,8.445268127314864135e-14,4.420016484015060840e-14
5.759519038076152810e+02,8.255476667791169508e-14,4.335084658360257174e-14
5.793587174348697317e+02,8.027937015567700390e-14,4.210991589328221444e-14
5.827655310621241824e+02,7.767323640385163210e-14,4.051308376318713306e-14
5.861723446893787468e+02,7.480173503483573532e-14,3.861669286599818538e-14
5.895791583166333112e+02,7.174132944270401901e-14,3.649073905351442777e-14
5.929859719438877619e+02,6.857130087352598661e-14,3.421076064553246657e-14
5.963927855711422126e+02,6.536638015353127603e-14,3.185027277850660056e-14
5.997995991983967770e+02,6.219139909541019442e-14,2.947496396017890310e-14
6.032064128256513413e+02,5.858410011413471338e-14,2.718899414912161138e-14
6.066132264529057920e+02,5.517502357827967848e-14,2.502252259635500874e-14
6.100200400801602427e+02,5.201272565216026463e-14,2.299740269188514923e-14
6.134268537074148071e+02,4.909675225131679472e-14,2.112493358335658820e-14
6.168336673346693715e+02,4.641775330861081117e-14,1.940728697621691538e-14
6.202404809619238222e+02,4.396103287523887085e-14,1.784044000315519360e-14
6.236472945891782729e+02,4.170916606468610672e-14,1.641649020384325639e-14
6.270541082164328373e+02,3.964380588465331844e-14,1.512537014033612245e-14
6.304609218436874016e+02,3.774685257000920161e-14,1.395605137163983731e-14
6.338677354709418523e+02,3.600115429994680088e-14,1.289734786581619258e-14
6.372745490981963030e+02,3.439088143650540749e-14,1.193842246644055309e-14
6.406813627254508674e+02,3.290168397130738419e-14,1.106908269193554902e-14
6.440881763527054318e+02,3.152071201124292669e-14,1.027993266619432131e-14
6.474949899799598825e+02,3.023655488338813958e-14,9.562430409112757278e-15
6.509018036072143332e+02,2.906919164699212527e-14,8.942602583586255680e-15
6.543086172344688975e+02,2.805386675620115100e-14,8.462961860673184929e-15
6.577154308617234619e+02,2.709552679069039382e-14,8.019332551885022996e-15
6.611222444889779126e+02,2.618924035558260087e-14,7.608337788328804183e-15
6.645290581162324770e+02,2.533061984279738580e-14,7.226945763424835277e-15
6.679358717434870414e+02,2.451575715124475421e-14,6.872436168369553887e-15
6.713426853707414921e+02,2.374116623961808391e-14,6.542368600692583690e-15
6.747494989979959428e+02,2.300373219298874624e-14,6.234553348948862266e-15
6.781563126252505072e+02,2.230066632342253005e-14,5.947024711479253123e-15
